t,omega_true,omega_ref,tau_cmd,d_hat,d_true
0.0461,25.2745311,30,0.0925434729,0.0022351351,0
0.0462,25.2925342,30,0.0925434729,0.0022351351,0
0.0463,25.3105368,30,0.0925434729,0.0022351351,0
0.0464,25.3285391,30,0.0925434729,0.0022351351,0
0.0465,25.3465411,30,0.0925434729,0.0022351351,0
0.0466,25.3645427,30,0.0925434729,0.0022351351,0
0.0467,25.3825439,30,0.0925434729,0.0022351351,0
0.0468,25.4005448,30,0.0925434729,0.0022351351,0
0.0469,25.4185453,30,0.0925434729,0.0022351351,0
0.047,25.4365454,30,0.0925434729,0.0022351351,0
0.0471,25.4538433,30,0.0890339569,0.00214779376,0
0.0472,25.4711408,30,0.0890339569,0.00214779376,0
0.0473,25.488438,30,0.0890339569,0.00214779376,0
0.0474,25.5057349,30,0.0890339569,0.00214779376,0
0.0475,25.5230314,30,0.0890339569,0.00214779376,0
0.0476,25.5403275,30,0.0890339569,0.00214779376,0
0.0477,25.5576233,30,0.0890339569,0.00214779376,0
0.0478,25.5749188,30,0.0890339569,0.00214779376,0
0.0479,25.5922139,30,0.0890339569,0.00214779376,0
0.048,25.6095087,30,0.0890339569,0.00214779376,0
0.0481,25.6261288,30,0.0856620321,0.00206382437,0
0.0482,25.6427485,30,0.0856620321,0.00206382437,0
0.0483,25.6593679,30,0.0856620321,0.00206382437,0
0.0484,25.6759869,30,0.0856620321,0.00206382437,0
0.0485,25.6926056,30,0.0856620321,0.00206382437,0
0.0486,25.709224,30,0.0856620321,0.00206382437,0
0.0487,25.7258421,30,0.0856620321,0.00206382437,0
0.0488,25.7424598,30,0.0856620321,0.00206382437,0
0.0489,25.7590772,30,0.0856620321,0.00206382437,0
0.049,25.7756943,30,0.0856620321,0.00206382437,0
0.0491,25.791663,30,0.0824222906,0.00198310548,0
0.0492,25.8076315,30,0.0824222906,0.00198310548,0
0.0493,25.8235996,30,0.0824222906,0.00198310548,0
